403,5,54
404,10,686
405,10,14
406,9,628
407,5,735
408,9,998
409,9,415
410,9,895
411,4,1000
412,6,896
413,6,529
414,7,956
415,2,864
416,1,678
417,2,255
418,4,47
419,7,106
420,3,994
421,2,809
422,1,796
423,1,142
424,2,946
425,4,987
426,9,816
427,3,123
428,10,351
429,9,667
430,5,57
431,8,484
432,7,697
433,4,207
434,1,298
435,7,698
436,7,521
437,2,296
438,9,26
439,3,240
440,5,497
441,6,49
442,4,829
443,7,869
444,9,895
445,9,534
446,2,751
447,5,217
448,3,240
449,5,599
450,8,969
451,4,500
452,5,95
453,2,789
454,8,120
455,7,815
456,8,409
457,3,300
458,3,971
459,2,748
460,3,341
461,5,745
462,7,710
463,2,836
464,3,41
465,6,788
466,6,672
467,5,243
468,5,774
469,1,662
470,3,64
471,9,918
472,9,785
473,9,388
474,7,991
475,5,333
476,6,612
477,5,9
478,4,243
479,1,171
480,1,144
481,8,939
482,8,169
483,1,651
484,9,729
485,6,391
486,2,594
487,3,146
488,7,789
489,3,655
490,6,517
491,1,883
492,1,234
493,4,695
494,8,651
495,3,555
496,6,357
497,7,847
498,10,193
499,5,3
500,9,458
501,8,81
502,3,153
503,3,130
504,8,450
505,9,132
506,5,134
507,10,159
508,9,603
509,5,648
510,7,462
511,5,722
512,9,469
513,10,69
514,8,432
515,3,91
516,4,844
517,7,945
518,7,971
519,7,92
520,4,687
521,9,273
522,7,166
523,4,554
524,8,401
525,3,60
526,9,863
527,8,939
528,6,936
529,10,530
530,1,401
531,1,959
532,5,201
533,6,109
534,7,495
535,3,774
536,9,757
537,3,175
538,6,522
539,7,258
540,6,104
541,1,466
542,4,107
543,8,574
544,2,387
545,2,214
546,3,763
547,6,207
548,4,454
549,8,598
550,4,896
551,1,220
552,7,454
553,8,279
554,5,2
555,8,796
556,5,888
557,2,332
558,1,807
559,2,420
560,2,459
561,9,992
562,9,400
563,6,887
564,7,89
565,8,401
566,9,155
567,5,252
568,9,987
569,4,393
570,6,387
571,8,110
572,6,206
573,8,160
574,5,204
575,6,624
576,7,902
577,3,366
578,10,629
579,2,279
580,9,568
581,1,329
582,9,853
583,10,423
584,1,737
585,3,207
586,9,121
587,2,254
588,5,331
589,10,465
590,4,604
591,9,365
592,4,676
593,3,567
594,7,551
595,4,464
596,6,174
597,1,144
598,4,171
599,10,736
600,1,398
601,8,691
602,10,548
603,9,14
604,3,138
605,2,292
606,2,571
607,4,182
608,3,908
609,7,794
610,10,355
611,3,673
612,3,675
613,8,158
614,8,229
615,3,220
616,2,874
617,5,791
618,1,107
619,5,887
620,8,511
621,7,302
622,9,918
623,8,563
624,5,623
625,9,267
626,8,45
627,6,954
628,6,25
629,8,475
630,9,664
631,7,259
632,1,67
633,8,101
634,9,216
635,1,635
636,6,552
637,5,843
638,2,349
639,3,113
640,2,150
641,10,677
642,6,232
643,9,153
644,6,304
645,5,509
646,3,731
647,6,916
648,6,76
649,7,696
650,6,383
651,9,68
652,1,988
653,3,624
654,10,69
655,8,845
656,8,235
657,4,476
658,4,244
659,4,804
660,6,319
661,3,948
662,4,779
663,1,299
664,9,299
665,9,355
666,4,577
667,7,238
668,4,829
669,4,798
670,6,34
671,9,374
672,4,950
673,2,962
674,8,588
675,5,522
676,3,348
677,10,325
678,3,205
679,9,892
680,7,326
681,7,629
682,10,74
683,7,100
684,1,613
685,9,192
686,6,937
687,10,228
688,10,987
689,5,731
690,10,698
691,4,492
692,6,542
693,4,469
694,7,457
695,5,325
696,10,77
697,1,933
698,1,867
699,2,682
700,3,943
701,3,237
702,1,16
703,1,147
704,5,578
705,4,230
706,6,817
707,8,408
708,4,364
709,10,884
710,9,191
711,4,794
712,9,915
713,3,479
714,10,51
715,6,735
716,1,682
717,9,621
718,7,90
719,5,62
720,3,623
721,7,520
722,10,500
723,2,373
724,4,529
725,7,429
726,10,280
727,7,236
728,9,654
729,5,531
730,10,188
731,4,294
732,5,731
733,1,395
734,4,223
735,1,681
736,10,787
737,7,822
738,10,13
739,6,364
740,3,923
741,7,899
742,6,223
743,2,401
744,1,425
745,8,151
746,4,961
747,7,224
748,10,754
749,5,18
750,2,176
751,3,636
752,7,352
753,9,676
754,9,497
755,5,333
756,5,863
757,5,255
758,3,406
759,9,215
760,3,631
761,8,225
762,6,688
763,9,135
764,6,543
765,2,445
766,4,876
767,1,798
768,4,206
769,2,618
770,9,652
771,4,733
772,3,208
773,10,877
774,2,560
775,5,428
776,1,132
777,7,694
778,4,597
779,9,619
780,8,982
781,9,929
782,3,232
783,2,406
784,4,3
785,2,202
786,10,360
787,5,67
788,1,326
789,1,213
790,2,216
791,10,888
792,5,958
793,5,809
794,4,131
795,2,305
796,5,953
797,7,988
798,6,957
799,3,984
800,10,870
801,1,930
802,2,627
803,5,832
804,10,507
805,3,249
806,1,644
807,4,68
808,6,507
809,5,230
810,5,593
811,3,55
812,8,124
813,1,887
814,10,281
815,1,510
816,3,408
817,9,933
818,6,202
819,9,959
820,1,308
821,6,686
822,7,287
823,3,24
824,1,277
825,8,667
826,5,91
827,2,281
828,9,549
829,3,83
830,7,62
831,6,644
832,5,439
833,6,348
834,3,484
835,9,601
836,5,172
837,3,670
838,4,171
839,4,797
840,3,508
841,4,11
842,10,262
843,10,668
844,6,481
845,10,483
846,9,933
847,6,233
848,4,404
849,4,428
850,9,85
851,4,587
852,7,916
853,1,743
854,10,649
855,4,168
856,8,935
857,8,277
858,10,984
859,3,236
860,8,867
861,5,718
862,10,417
863,8,782
864,9,377
865,6,871
866,2,536
867,8,273
868,6,923
869,7,540
870,9,700
871,5,147
872,10,412
873,10,883
874,9,473
875,7,792
876,2,639
877,8,409
878,5,776
879,4,442
880,2,474
881,4,900
882,1,138
883,2,350
884,5,946
885,8,268
886,5,705
887,5,922
888,10,592
889,3,462
890,6,238
891,1,625
892,4,330
893,4,983
894,9,548
895,8,656
896,1,537
897,7,336
898,10,591
899,1,548
900,9,572
901,9,957
902,2,289
903,1,609
904,3,334
905,10,488
906,10,820
907,4,999
908,5,482
909,3,674
910,2,800
911,6,920
912,10,864
913,3,560
914,2,881
915,7,562
916,8,322
917,3,160
918,10,647
919,3,707
920,9,998
921,4,17
922,9,276
923,6,831
924,6,616
925,1,542
926,3,389
927,1,582
928,8,505
929,2,539
930,5,407
931,7,939
932,2,229
933,8,779
934,8,752
935,4,428
936,6,791
937,8,550
938,4,582
939,10,919
940,2,472
941,9,12
942,3,424
943,3,889
944,2,428
945,5,528
946,4,157
947,5,924
948,6,82
949,2,554
950,5,36
951,9,676
952,9,403
953,5,480
954,7,181
955,4,418
956,4,245
957,3,200
958,7,411
959,3,810
960,4,546
961,9,198
962,10,25
963,7,82
964,2,497
965,9,927
966,4,930
967,10,1
968,4,298
969,2,840
970,6,873
971,6,452
972,10,938
973,5,982
974,7,860
975,5,436
976,5,420
977,9,482
978,6,592
979,9,456
980,7,20
981,5,578
982,4,129
983,2,700
984,6,19
985,8,232
986,7,850
987,5,964
988,2,455
989,2,824
990,7,940
991,8,377
992,8,525
993,10,842
994,5,612
995,9,973
996,2,996
997,3,379
998,10,762
999,4,623
1000,7,128
1001,9,754
1002,10,904
1003,4,302
1004,3,361
1005,4,33
1006,3,257
1007,3,823
1008,1,107
1009,4,365
1010,1,174
1011,3,136
1012,4,354
1013,5,611
1014,4,854
1015,3,958
1016,9,789
1017,2,181
1018,6,502
1019,1,837
1020,4,133
1021,5,654
1022,6,434
1023,2,883
1024,2,437
1025,5,920
1026,1,507
1027,1,509
1028,4,123
1029,7,757
1030,4,738
1031,10,661
1032,5,603
1033,10,746
1034,4,693
1035,8,706
1036,10,220
1037,3,562
1038,9,81
1039,8,799
1040,3,110
1041,2,585
1042,6,955
1043,5,463
1044,5,565
1045,1,10
1046,9,162
1047,3,777
1048,10,454
1049,1,939
1050,3,669
1051,5,165
1052,3,828
1053,4,321
1054,2,749
1055,2,293
1056,10,990
1057,4,266
1058,4,234
1059,6,988
1060,8,374
1061,7,458
1062,6,235
1063,2,257
1064,9,742
1065,6,409
1066,2,323
1067,2,559
1068,6,298
1069,3,259
1070,8,172
1071,6,58
1072,3,861
1073,7,224
1074,2,29
1075,4,909
1076,7,446
1077,10,702
1078,3,249
1079,1,919
1080,7,631
1081,5,273
1082,10,678
1083,3,819
1084,8,491
1085,2,337
1086,3,444
1087,3,104
1088,1,125
1089,1,169
1090,5,937
1091,2,741
1092,5,648
1093,6,40
1094,2,804
1095,2,874
1096,7,845
1097,3,841
1098,9,250
1099,4,217
1100,7,488
1101,7,650
1102,7,460
1103,8,376
1104,4,601
1105,6,80
1106,3,621
1107,5,265
1108,7,169
1109,4,917
1110,7,497
1111,1,208
1112,5,824
1113,10,387
1114,6,913
1115,10,616
1116,2,46
1117,10,688
1118,10,943
1119,9,420
1120,5,178
1121,9,252
1122,2,581
1123,5,88
1124,8,19
1125,3,462
1126,8,546
1127,4,989
1128,7,738
1129,4,36
1130,6,911
1131,5,326
1132,5,959
1133,3,187
1134,10,277
1135,4,733
1136,8,603
1137,2,748
1138,2,492
1139,6,813
1140,8,638
1141,2,834
1142,3,269
1143,3,912
1144,10,552
1145,9,397
1146,4,274
1147,3,308
1148,1,699
1149,3,680
1150,9,772
1151,1,774
1152,6,721
1153,5,750
1154,9,277
1155,10,179
1156,3,867
1157,9,146
1158,10,183
1159,8,421
1160,10,251
1161,4,133
1162,2,923
1163,7,116
1164,9,824
1165,9,370
1166,9,736
1167,8,170
1168,7,227
1169,8,970
1170,8,483
1171,6,325
1172,6,608
1173,3,573
1174,6,643
1175,1,32
1176,4,54
1177,5,267
1178,1,915
1179,10,274
1180,6,388
1181,3,580
1182,10,576
1183,7,631
1184,6,573
1185,3,841
1186,5,851
1187,1,164
1188,8,868
1189,2,447
1190,8,948
1191,4,669
1192,2,58
1193,5,646
1194,5,868
1195,10,388
1196,9,796
1197,10,37
1198,1,805
1199,5,766
1200,5,160
1201,9,908
1202,2,424
1203,8,674
1204,7,751
1205,8,785
1206,8,871
1207,9,639
1208,8,208
1209,9,117
1210,6,746
1211,10,189
1212,6,902
1213,2,597
1214,9,636
1215,5,118
1216,1,406
1217,4,965
1218,1,602
1219,3,878
1220,2,264
1221,4,903
1222,9,65
1223,5,143
1224,3,729
1225,1,607
1226,8,653
1227,8,752
1228,8,743
1229,4,683
1230,8,995
1231,6,271
1232,8,68
1233,5,34
1234,7,426
1235,2,249
1236,10,682
1237,10,798
1238,4,460
1239,5,181
1240,8,859
1241,4,81
1242,3,789
1243,5,499
1244,9,582
1245,4,436
1246,9,213
1247,8,9
1248,10,242
1249,5,614
1250,8,600
1251,3,283
1252,5,568
1253,9,292
1254,7,444
1255,1,549
1256,9,295
1257,6,764
1258,10,116
1259,10,696
1260,6,638
1261,8,735
1262,2,746
1263,9,264
1264,10,626
1265,8,448
1266,7,521
1267,4,996
1268,3,925
1269,1,850
1270,2,556
1271,10,527
1272,2,704
1273,5,539
1274,8,49
1275,6,26
1276,7,62
1277,8,945
1278,4,199
1279,4,872
1280,10,924
1281,10,337
1282,4,916
1283,7,603
1284,7,420
1285,9,549
1286,7,34
1287,8,359
1288,2,706
1289,3,498
1290,7,120
1291,6,874
1292,5,744
1293,4,890
1294,7,592
1295,3,74
1296,10,297
1297,6,474
1298,7,41
1299,5,373
1300,5,666
1301,4,346
1302,6,305
1303,2,51
1304,9,263
1305,6,988
1306,2,470
1307,9,693
1308,3,441
1309,8,56
1310,6,943
1311,10,343
1312,2,352
1313,8,866
1314,9,425
1315,10,283
1316,1,958
1317,3,962
1318,3,83
1319,6,584
1320,2,53
1321,8,956
1322,9,468
1323,6,283
1324,8,361
1325,3,633
1326,10,905
1327,7,583
1328,8,858
1329,7,883
1330,5,504
1331,10,322
1332,8,225
1333,4,29
1334,10,689
1335,10,706
1336,6,37
1337,7,437
1338,6,407
1339,2,149
1340,6,532
1341,10,190
1342,3,645
1343,9,746
1344,4,269
1345,10,94
1346,4,468
1347,7,10
1348,8,115
1349,5,72
1350,4,650
1351,10,687
1352,8,440
1353,6,357
1354,9,910
1355,3,77
1356,10,794
1357,9,828
1358,9,644
1359,5,827
1360,6,754
1361,10,8
1362,3,537
1363,5,474
1364,4,435
1365,7,469
1366,4,268
1367,2,190
1368,7,300
1369,6,365
1370,7,946
1371,4,186
1372,6,75
1373,3,727
1374,10,605
1375,3,375
1376,8,750
1377,9,8
1378,1,211
1379,9,632
1380,9,872
1381,6,632
1382,9,830
1383,2,111
1384,7,393
1385,8,64
1386,9,842
1387,3,320
1388,4,588
1389,3,959
1390,9,904
1391,3,688
1392,6,453
1393,8,38
1394,7,939
1395,5,316
1396,9,120
1397,10,373
1398,10,604
1399,10,603
1400,6,556
1401,5,236
1402,4,71
1403,10,602
1404,5,630
1405,3,246
1406,7,686
1407,9,612
1408,3,570
1409,7,794
1410,6,780
1411,2,619
1412,2,688
1413,8,932
1414,7,927
1415,1,977
1416,1,436
1417,2,602
1418,1,746
1419,5,422
1420,6,952
1421,4,64
1422,2,445
1423,9,632
1424,5,793
1425,9,671
1426,4,895
1427,10,623
1428,6,754
1429,3,139
1430,1,82
1431,1,622
1432,3,425
1433,2,533
1434,4,274
1435,1,526
1436,10,734
1437,4,111
1438,6,965
1439,7,492
1440,9,57
1441,2,820
1442,4,80
1443,9,893
1444,1,784
1445,9,280
1446,5,2
1447,3,108
1448,4,595
1449,5,281
1450,5,987
1451,5,327
1452,2,973
1453,8,944
1454,4,101
1455,2,385
1456,9,664
1457,6,469
1458,2,167
1459,9,783
1460,6,470
1461,9,19
1462,3,669
1463,7,710
1464,7,440
1465,1,264
1466,1,451
1467,9,909
1468,6,201
1469,8,479
1470,3,917
1471,1,142
1472,2,456
1473,2,596
1474,7,767
1475,9,393
1476,6,673
1477,6,231
1478,4,809
1479,5,158
1480,8,878
1481,7,876
1482,2,586
1483,5,268
1484,5,364
1485,7,566
1486,10,794
1487,8,741
1488,5,411
1489,1,217
1490,5,311
1491,4,737
1492,5,564
1493,4,698
1494,8,882
1495,8,102
1496,10,539
1497,2,662
1498,3,269
1499,8,815
1500,1,785
1501,2,510
1502,5,117
1503,5,101
1504,9,499
1505,1,953
1506,7,250
1507,5,490
1508,10,366
1509,7,952
1510,8,453
1511,2,597
1512,7,692
1513,8,848
1514,2,934
1515,3,170
1516,6,98
1517,1,522
1518,4,363
1519,1,56
1520,8,70
1521,9,293
1522,5,183
1523,5,601
1524,3,408
1525,8,143
1526,1,589
1527,10,245
1528,1,85
1529,10,531
1530,2,13
1531,4,221
1532,10,617
1533,7,889
1534,10,549
1535,10,843
1536,2,786
1537,6,870
1538,7,876
1539,6,809
1540,1,702
1541,3,53
1542,6,465
1543,10,733
1544,2,284
1545,8,491
1546,5,154
1547,3,902
1548,8,786
1549,8,149
1550,3,329
1551,6,737
1552,2,143
1553,8,270
1554,1,980
1555,6,257
1556,10,149
1557,7,368
1558,10,374
1559,1,286
1560,5,723
1561,8,367
1562,7,315
1563,4,289
1564,2,526
1565,10,822
1566,9,707
1567,4,866
1568,7,193
1569,6,454
1570,7,340
1571,8,718
1572,6,837
1573,10,479
1574,5,27
1575,8,77
1576,4,4
1577,3,787
1578,4,482
1579,4,200
1580,10,841
1581,4,402
1582,3,867
1583,10,737
1584,8,762
1585,7,845
1586,6,270
1587,6,712
1588,6,316
1589,7,474
1590,4,139
1591,1,138
1592,9,557
1593,5,935
1594,6,373
1595,2,679
1596,5,181
1597,9,795
1598,6,887
1599,1,231
1600,2,325
1601,2,869
1602,7,371
1603,5,460
1604,2,872
1605,7,776
1606,5,85
1607,6,124
1608,5,394
1609,4,813
1610,7,784
1611,9,64
1612,8,22
1613,2,733
1614,2,308
1615,4,924
1616,2,6
1617,4,334
1618,2,271
1619,6,210
1620,10,188
1621,9,556
1622,4,343
1623,7,696
1624,4,924
1625,4,160
1626,8,128
1627,8,666
1628,3,153
1629,7,37
1630,9,646
1631,6,255
1632,10,556
1633,6,134
1634,7,333
1635,1,280
1636,4,863
1637,10,309
1638,6,290
1639,6,193
1640,8,408
1641,1,373
1642,4,541
1643,1,415
1644,7,418
1645,2,750
1646,1,296
1647,3,411
1648,9,314
1649,9,708
1650,9,309
1651,6,288
1652,10,560
1653,6,204
1654,1,742
1655,3,906
1656,3,375
1657,7,803
1658,8,71
1659,4,615
1660,3,401
1661,7,374
1662,10,897
1663,10,465
1664,2,884
1665,1,862
1666,4,26
1667,2,616
1668,3,655
1669,4,35
1670,7,458
1671,3,105
1672,5,356
1673,10,15
1674,10,241
1675,10,257
1676,9,418
1677,7,153
1678,2,865
1679,2,481
1680,10,401
1681,8,571
1682,7,502
1683,2,897
1684,3,275
1685,2,93
1686,9,881
1687,3,341
1688,10,604
1689,2,982
1690,2,760
1691,8,724
1692,6,47
1693,10,357
1694,5,99
1695,1,190
1696,9,169
1697,5,355
1698,2,91
1699,2,554
1700,5,593
1701,8,566
1702,1,448
1703,5,726
1704,3,670
1705,1,729
1706,2,1000
1707,10,454
1708,2,394
1709,2,870
1710,7,789
1711,5,225
1712,7,572
1713,10,773
1714,5,458
1715,9,613
1716,9,662
1717,9,392
1718,6,191
1719,8,650
1720,9,300
1721,8,9
1722,1,255
1723,5,900
1724,8,245
1725,3,120
1726,7,675
1727,2,802
1728,9,744
1729,6,430
1730,2,76
1731,10,196
1732,4,455
1733,3,889
1734,2,923
1735,5,244
1736,7,267
1737,10,122
1738,1,232
1739,10,616
1740,5,942
1741,3,680
1742,9,528
1743,9,254
1744,5,330
1745,9,784
1746,2,743
1747,6,980
1748,9,966
1749,2,765
1750,6,300
1751,4,244
1752,2,789
1753,3,229
1754,5,786
1755,6,647
1756,4,77
1757,6,832
1758,9,779
1759,10,254
1760,9,745
1761,5,837
1762,6,612
1763,8,303
1764,10,314
1765,2,875
1766,2,428
1767,6,154
1768,5,542
1769,9,284
1770,2,382
1771,2,722
1772,2,849
1773,3,762
1774,2,782
1775,7,144
1776,9,362
1777,4,135
1778,5,942
1779,5,642
1780,4,287
1781,3,859
1782,6,448
1783,6,954
1784,3,253
1785,1,707
1786,10,57
1787,3,21
1788,10,162
1789,5,127
1790,10,644
1791,2,259
1792,3,292
1793,3,391
1794,7,237
1795,1,515
1796,4,3
1797,6,391
1798,2,387
1799,6,474
1800,9,841
1801,1,261
1802,4,329
1803,10,347
1804,2,390
1805,5,987
1806,8,276
1807,6,54
1808,10,44
1809,7,989
1810,9,881
1811,8,859
1812,9,190
1813,8,701
1814,4,805
1815,7,275
1816,1,942
1817,10,142
1818,7,873
1819,10,799
1820,9,450
1821,9,693
1822,3,329
1823,9,922
1824,7,406
1825,8,697
1826,7,513
1827,10,864
1828,7,35
1829,9,915
1830,3,800
1831,9,488
1832,10,134
1833,5,62
1834,2,246
1835,9,770
1836,7,261
1837,7,519
1838,8,147
1839,3,232
1840,7,59
1841,8,242
1842,7,209
1843,10,956
1844,7,595
1845,4,399
1846,2,706
1847,2,155
1848,5,170
1849,1,11
1850,5,135
1851,9,41
1852,6,99
1853,10,328
1854,1,382
1855,1,684
1856,3,579
1857,4,834
1858,6,919
1859,4,929
1860,6,872
1861,6,229
1862,5,609
1863,2,933
1864,5,371
1865,4,93
1866,6,300
1867,1,716
1868,10,156
1869,4,458
1870,2,479
1871,6,330
1872,6,878
1873,4,751
1874,8,273
1875,8,975
1876,5,835
1877,6,101
1878,4,613
1879,7,468
1880,7,75
1881,8,44
1882,4,836
1883,10,100
1884,9,808
1885,7,58
1886,4,476
1887,3,108
1888,6,966
1889,10,265
1890,2,261
1891,6,991
1892,5,261
1893,1,512
1894,5,589
1895,7,680
1896,7,387
1897,8,489
1898,2,689
1899,6,189
1900,10,182
1901,2,808
1902,5,189
1903,9,28
1904,1,720
1905,9,156
1906,3,300
1907,9,108
1908,1,896
1909,7,744
1910,8,783
1911,10,681
1912,2,899
1913,2,774
1914,8,899
1915,8,122
1916,3,552
1917,8,61
1918,9,70
1919,9,895
1920,2,107
1921,3,715
1922,4,821
1923,6,684
1924,5,925
1925,6,649
1926,9,305
1927,8,622
1928,4,114
1929,5,855
1930,3,955
1931,7,213
1932,5,251
1933,2,816
1934,8,932
1935,1,610
1936,7,795
1937,4,625
1938,6,364
1939,5,306
1940,10,24
1941,6,435
1942,4,437
1943,6,280
1944,3,711
1945,2,444
1946,6,257
1947,6,950
1948,1,385
1949,3,16
1950,2,492
1951,7,961
1952,7,688
1953,3,454
1954,1,217
1955,10,441
1956,6,183
1957,5,995
1958,9,419
1959,10,212
1960,4,591
1961,1,90
1962,6,729
1963,9,382
1964,1,717
1965,10,655
1966,10,137
1967,3,613
1968,6,287
1969,4,811
1970,4,536
1971,10,567
1972,2,992
1973,7,260
1974,5,136
1975,10,218
1976,1,938
1977,7,869
1978,8,409
1979,3,133
1980,6,421
1981,8,866
1982,5,332
1983,4,413
1984,5,473
1985,2,926
1986,6,640
1987,9,118
1988,9,729
1989,3,505
1990,1,354
1991,1,189
1992,1,809
1993,2,316
1994,2,403
1995,9,939
1996,1,463
1997,4,910
1998,2,177
1999,3,889
2000,4,665
2001,10,250
2002,9,988
2003,2,348
2004,9,175
2005,3,667
2006,10,583
2007,9,185
2008,4,868
2009,9,578
2010,7,800
2011,10,755
2012,1,732
2013,3,782
2014,9,904
2015,3,638
2016,5,861
2017,7,34
2018,6,709
2019,2,523
2020,7,723
2021,2,687
2022,7,462
2023,9,762
2024,4,165
2025,9,698
2026,8,65
2027,2,687
2028,6,254
2029,4,381
2030,8,36
2031,6,875
2032,6,588
2033,10,485
2034,9,298
2035,1,162
2036,3,576
2037,5,382
2038,5,673
2039,5,29
2040,8,548
2041,7,544
2042,1,372
2043,10,894
2044,2,179
2045,2,349
2046,1,801
2047,10,202
2048,5,984
2049,6,483
2050,5,500
2051,1,964
2052,1,112
2053,3,336
2054,8,256
2055,4,498
2056,6,563
2057,6,715
2058,8,37
2059,6,75
2060,9,250
2061,4,614
2062,6,801
2063,5,286
2064,8,626
2065,5,982
2066,9,242
2067,9,451
2068,6,910
2069,7,124
2070,2,593
2071,4,946
2072,1,721
2073,2,320
2074,3,966
2075,8,956
2076,4,756
2077,3,842
2078,7,477
2079,10,985
2080,5,264
2081,8,993
2082,5,561
2083,8,418
2084,6,431
2085,6,724
2086,9,362
2087,9,84
2088,3,17
2089,4,518
2090,2,133
2091,5,408
2092,8,13
2093,7,810
2094,4,545
2095,2,448
2096,4,504
2097,8,478
2098,8,881
2099,4,859
2100,9,225
2101,6,107
2102,7,957
2103,4,765
2104,4,223
2105,1,871
2106,7,405
2107,7,387
2108,9,266
2109,8,501
2110,3,274
2111,10,574
2112,6,723
2113,6,907
2114,6,630
2115,1,974
2116,7,735
2117,10,440
2118,10,207
2119,9,482
2120,4,557
2121,9,442
2122,4,200
2123,1,992
2124,10,255
2125,4,873
2126,5,90
2127,6,156
2128,9,886
2129,4,792
2130,5,916
2131,5,588
2132,2,95
2133,7,172
2134,1,791
2135,1,405
2136,8,506
2137,7,433
2138,6,317
2139,6,543
2140,7,265
2141,5,500
2142,10,234
